page,match,home,away,match_start,market,market_type,line,selection,odds
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal Stage of Elimination ,[team] Stage of Elimination,0,1/2-Final,7
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal Stage of Elimination ,[team] Stage of Elimination,0,2nd Place,10
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal Stage of Elimination ,[team] Stage of Elimination,0,Winner,12
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,Yes,2.25
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,No,1.58
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal to Reach the Semi-final,[team] to Reach the Semi-final,0,Yes,3.8
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal to Reach the Semi-final,[team] to Reach the Semi-final,0,No,1.22
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal to Reach the Final,[team] to Reach the Final,0,Yes,6.5
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal to Reach the Final,[team] to Reach the Final,0,No,1.08
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal to Reach the Round of 16,[team] to Reach the Round of 16,0,Yes,1.44
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Portugal to Reach the Round of 16,[team] to Reach the Round of 16,0,No,2.6
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Bruno Fernandes Total Goals in the Tournament,[player] Total Goals in the Tournament,1.5,Over,1.75
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Bruno Fernandes Total Goals in the Tournament,[player] Total Goals in the Tournament,1.5,Under,1.96
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Cristiano Ronaldo Total Goals in the Tournament,[player] Total Goals in the Tournament,2.5,Over,1.64
nation_specials,Portugal World Cup Specials,,,2026-07-19T18:00:00+00:00,Cristiano Ronaldo Total Goals in the Tournament,[player] Total Goals in the Tournament,2.5,Under,2.13
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Memphis Depay,5.5
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Virgil van Dijk,41
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Nathan Ake,71
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Wout Weghorst,21
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Frenkie de Jong,41
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Marten de Roon,51
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Teun Koopmeiners,26
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Donyell Malen,5
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Guus Til,21
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Denzel Dumfries,26
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Justin Kluivert,15
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Noa Lang,21
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Tijjani Reijnders,15
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Ryan Gravenberch,71
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Jan Paul van Hecke,101
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Jurriën Timber,71
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Mats Wieffer,81
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Quinten Timber,81
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Cody Gakpo,3.8
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Micky van de Ven,51
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Jorrel Hato,101
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Brian Brobbey,10
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Crysencio Summerville,13
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,No Goalscorer,121
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands Stage of Elimination ,[team] Stage of Elimination,0,Group Stage,8.5
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands Stage of Elimination ,[team] Stage of Elimination,0,Round of 32,2.5
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands Stage of Elimination ,[team] Stage of Elimination,0,Round of 16,4.6
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands Stage of Elimination ,[team] Stage of Elimination,0,1/4-Final,5
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands Stage of Elimination ,[team] Stage of Elimination,0,1/2-Final,9.25
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands Stage of Elimination ,[team] Stage of Elimination,0,2nd Place,16
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands Stage of Elimination ,[team] Stage of Elimination,0,Winner,21
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,Yes,2.6
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,No,1.44
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands to Reach the Semi-final,[team] to Reach the Semi-final,0,Yes,4.5
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands to Reach the Semi-final,[team] to Reach the Semi-final,0,No,1.17
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands to Reach the Final,[team] to Reach the Final,0,Yes,9
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands to Reach the Final,[team] to Reach the Final,0,No,1.03
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands to Reach the Round of 16,[team] to Reach the Round of 16,0,Yes,1.65
nation_specials,Netherlands World Cup Specials,,,2026-07-19T18:00:00+00:00,Netherlands to Reach the Round of 16,[team] to Reach the Round of 16,0,No,2.1
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Martin Ødegaard,46
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Alexander Sørloth,8
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Julian Ryerson,61
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Patrick Berg,61
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Fredrik Andre Bjørkan,81
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Kristoffer Ajer,101
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Fredrik Aursnes,51
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Jens Petter Hauge,41
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Sander Berge,61
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Jørgen Strand Larsen,15
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Leo Skiri Østigård,101
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Torbjørn Heggem,151
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Marcus Holmgren Pedersen,81
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Kristian Thorstvedt,36
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Erling Braut Haaland,1.35
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Henrik Falchener,151
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Oscar Bobb,36
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Thelo Aasgaard,21
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Andreas Schjelderup,17
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,David Møller Wolfe,61
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Antonio Nusa,21
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Sondre Langås,151
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,No Goalscorer,81
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Morten Thorsby,51
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,Yes,2.7
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,No,1.41
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway to Reach the Semi-final,[team] to Reach the Semi-final,0,Yes,5
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway to Reach the Semi-final,[team] to Reach the Semi-final,0,No,1.14
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway to Reach the Final,[team] to Reach the Final,0,Yes,11
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway to Reach the Final,[team] to Reach the Final,0,No,1.01
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway to Reach the Round of 16,[team] to Reach the Round of 16,0,Yes,1.79
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway to Reach the Round of 16,[team] to Reach the Round of 16,0,No,1.92
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Alexander Sørloth Total Goals in the Tournament,[player] Total Goals in the Tournament,1.5,Over,2.35
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Alexander Sørloth Total Goals in the Tournament,[player] Total Goals in the Tournament,1.5,Under,1.52
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway Stage of Elimination ,[team] Stage of Elimination,0,Group Stage,4.5
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway Stage of Elimination ,[team] Stage of Elimination,0,Round of 32,3.1
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway Stage of Elimination ,[team] Stage of Elimination,0,Round of 16,4.1
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway Stage of Elimination ,[team] Stage of Elimination,0,1/4-Final,5.25
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway Stage of Elimination ,[team] Stage of Elimination,0,1/2-Final,9
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway Stage of Elimination ,[team] Stage of Elimination,0,2nd Place,20
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Norway Stage of Elimination ,[team] Stage of Elimination,0,Winner,26
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Erling Braut Haaland Total Goals in the Tournament,[player] Total Goals in the Tournament,2.5,Over,1.5
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Erling Braut Haaland Total Goals in the Tournament,[player] Total Goals in the Tournament,2.5,Under,2.4
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Erling Braut Haaland Total Goals in the Tournament,[player] Total Goals in the Tournament,3.5,Over,2.4
nation_specials,Norway World Cup Specials,,,2026-07-19T18:00:00+00:00,Erling Braut Haaland Total Goals in the Tournament,[player] Total Goals in the Tournament,3.5,Under,1.5
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Victor Nilsson Lindelöf,71
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Alexander Isak,4.75
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Mattias Svanberg,26
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Ken Sema,21
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Eric Smith,81
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Gustaf Nilsson,12
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Jesper Karlstrom,26
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,No Goalscorer,31
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Gabriel Gudmundsson,71
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Carl Starfelt,81
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Viktor Gyökeres,2.25
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Hjalmar Ekdal,81
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Benjamin Nygren,16
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Emil Holm,51
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Anthony Elanga,12
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Daniel Svensson,81
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Alexander Bernhardsson,16
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Gustaf Lagerbielke,41
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Isak Hien,71
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Taha Abdi Ali,18
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Besfort Zeneli,21
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Lucas Bergvall,26
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Elliot Stroud,101
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Yasin Ayari,21
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,Yes,8
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,No,1.05
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden to Reach the Semi-final,[team] to Reach the Semi-final,0,Yes,21
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden to Reach the Semi-final,[team] to Reach the Semi-final,0,No,1
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden to Reach the Final,[team] to Reach the Final,0,Yes,45
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden to Reach the Final,[team] to Reach the Final,0,No,1
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden to Reach the Round of 16,[team] to Reach the Round of 16,0,Yes,3.5
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden to Reach the Round of 16,[team] to Reach the Round of 16,0,No,1.26
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Alexander Isak Total Goals in the Tournament,[player] Total Goals in the Tournament,1.5,Over,2.1
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Alexander Isak Total Goals in the Tournament,[player] Total Goals in the Tournament,1.5,Under,1.65
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden Stage of Elimination ,[team] Stage of Elimination,0,Group Stage,2.6
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden Stage of Elimination ,[team] Stage of Elimination,0,Round of 32,2.45
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden Stage of Elimination ,[team] Stage of Elimination,0,Round of 16,5.2
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden Stage of Elimination ,[team] Stage of Elimination,0,1/4-Final,11
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden Stage of Elimination ,[team] Stage of Elimination,0,1/2-Final,31
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden Stage of Elimination ,[team] Stage of Elimination,0,2nd Place,81
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Sweden Stage of Elimination ,[team] Stage of Elimination,0,Winner,126
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Viktor Gyökeres Total Goals in the Tournament,[player] Total Goals in the Tournament,1.5,Over,1.85
nation_specials,Sweden World Cup Special,,,2026-07-17T18:00:00+00:00,Viktor Gyökeres Total Goals in the Tournament,[player] Total Goals in the Tournament,1.5,Under,1.85
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada Stage of Elimination ,[team] Stage of Elimination,0,Group Stage,3.4
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada Stage of Elimination ,[team] Stage of Elimination,0,Round of 32,2.2
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada Stage of Elimination ,[team] Stage of Elimination,0,Round of 16,3.55
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada Stage of Elimination ,[team] Stage of Elimination,0,1/4-Final,11
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada Stage of Elimination ,[team] Stage of Elimination,0,1/2-Final,26
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada Stage of Elimination ,[team] Stage of Elimination,0,2nd Place,101
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada Stage of Elimination ,[team] Stage of Elimination,0,Winner,151
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,Yes,7
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,No,1.07
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada to Reach the Semi-final,[team] to Reach the Semi-final,0,Yes,21
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada to Reach the Semi-final,[team] to Reach the Semi-final,0,No,1
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada to Reach the Final,[team] to Reach the Final,0,Yes,51
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada to Reach the Final,[team] to Reach the Final,0,No,1
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada to Reach the Round of 16,[team] to Reach the Round of 16,0,Yes,2.6
nation_specials,Canada World Cup Specials,,,2026-07-19T18:00:00+00:00,Canada to Reach the Round of 16,[team] to Reach the Round of 16,0,No,1.43
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Tim Ream,81
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Christian Pulisic,4.5
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Alex Zendejas,18
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Cristian Roldan,33
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Tyler Adams,51
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Auston Trusty,91
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Miles Robinson,66
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Weston McKennie,16
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Haji Wright,8
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Antonee Robinson,67
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Mark McKenzie,101
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Timothy Weah,17
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Chris Richards,66
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Joseph Scally,1
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Brenden Aaronson,11
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Sergino Dest,77
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Ricardo Pepi,8
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Folarin Balogun,5
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Giovanni Reyna,12
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Sebastian Berhalter,51
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Malik Tillman,8
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,Max Arfsten,31
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,Team Topscorer,Team Topscorer,0,No Goalscorer,41
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA Stage of Elimination ,[team] Stage of Elimination,0,Group Stage,5.6
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA Stage of Elimination ,[team] Stage of Elimination,0,Round of 32,2
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA Stage of Elimination ,[team] Stage of Elimination,0,Round of 16,3.9
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA Stage of Elimination ,[team] Stage of Elimination,0,1/4-Final,6.65
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA Stage of Elimination ,[team] Stage of Elimination,0,1/2-Final,14.1
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA Stage of Elimination ,[team] Stage of Elimination,0,2nd Place,46
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA Stage of Elimination ,[team] Stage of Elimination,0,Winner,51
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,Yes,4.5
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA to Reach the Quarter-Final,[team] to Reach the Quarter-final,0,No,1.17
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA to Reach the Semi-final,[team] to Reach the Semi-final,0,Yes,10
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA to Reach the Semi-final,[team] to Reach the Semi-final,0,No,1.02
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA to Reach the Final,[team] to Reach the Final,0,Yes,21
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA to Reach the Final,[team] to Reach the Final,0,No,1
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA to Reach the Round of 16,[team] to Reach the Round of 16,0,Yes,2.25
nation_specials,USA World Cup Specials,,,2026-07-19T18:00:00+00:00,USA to Reach the Round of 16,[team] to Reach the Round of 16,0,No,1.57
nation_specials,Mexico World Cup Specials,,,2026-07-19T18:00:00+00:00,Mexico Stage of Elimination ,[team] Stage of Elimination,0,Group Stage,5.1
nation_specials,Mexico World Cup Specials,,,2026-07-19T18:00:00+00:00,Mexico Stage of Elimination ,[team] Stage of Elimination,0,Round of 32,2.15
nation_specials,Mexico World Cup Specials,,,2026-07-19T18:00:00+00:00,Mexico Stage of Elimination ,[team] Stage of Elimination,0,Round of 16,3.5
nation_specials,Mexico World Cup Specials,,,2026-07-19T18:00:00+00:00,Mexico Stage of Elimination ,[team] Stage of Elimination,0,1/4-Final,5.85
