page,match,home,away,match_start,market,market_type,line,selection,odds
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Mexico,1.5
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Draw,4.3
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,South Africa,7.75
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Over,2.81
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Under,1.44
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Over,14
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Under,1.054082
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Over,6.1
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Under,1.13
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Over,1.09
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Under,7.5
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,0.5,Over,1.07
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,0.5,Under,8.7
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Over,2
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Under,1.82
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Over,1.54
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Under,2.5
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Over,1.35
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Under,3.23
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Over,3.56
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Under,1.3
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Over,6.7
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Under,1.11
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Mexico,4.4
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Draw,4.75
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,South Africa,1.58
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Mexico,9.5
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Draw,7.25
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,South Africa,1.21
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Mexico,2.4
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Draw,3.5
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,South Africa,2.7
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Mexico,1.11
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Draw,8.5
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,South Africa,20
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 4,Mexico,18
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 4,Draw,13
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 4,South Africa,1.07
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Mexico,1.01
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Draw,19
matches,Mexico - South Africa,Mexico,South Africa,2026-06-11T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,South Africa,40
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Match Result (1X2),Match Result (1X2),0,South Korea,2.8
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Draw,3.3
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Czechia,2.7
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Over,7.5
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Under,1.09
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Over,1.68
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Under,2.2
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Over,14.4
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Under,1.02
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Over,1.12
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Under,6.4
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Over,4.1
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Under,1.24
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Over,2.2
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Under,1.68
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Over,3.29
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Under,1.34
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,0.5,Over,1.09
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,0.5,Under,7.5
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Over,1.43
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Under,2.85
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Over,8.1
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Under,1.08
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,South Korea,14
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Draw,8.5
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Czechia,1.14
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,South Korea,30
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Draw,16
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Czechia,1.03
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,South Korea,6.25
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Draw,4.3
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Czechia,1.48
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,South Korea,1.5
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Draw,4.2
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Czechia,6
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),3 - 0,South Korea,1.03
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),3 - 0,Draw,16
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),3 - 0,Czechia,30
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,South Korea,1.14
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Draw,8.5
matches,South Korea - Czechia,South Korea,Czechia,2026-06-12T02:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Czechia,14
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Canada,1.85
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Draw,3.6
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Bosnia & Herzegovina,4.75
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Over,1.43
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Under,2.85
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Over,1.12
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Under,6.4
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Over,3.35
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Under,1.33
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Over,8.1
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Under,1.08
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Over,4.1
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Under,1.24
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Over,7.5
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Under,1.09
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,0.5,Over,1.08
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,0.5,Under,8.1
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Over,18.5
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Under,1.034873
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Over,2.2
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Under,1.68
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Over,1.68
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Under,2.2
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),3 - 0,Draw,34
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),3 - 0,Bosnia & Herzegovina,50
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Canada,16
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Draw,10
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Bosnia & Herzegovina,1.1
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Canada,1.21
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Draw,6
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Bosnia & Herzegovina,13
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Canada,3.4
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Draw,3.5
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Bosnia & Herzegovina,2.03
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Canada,1.04
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Draw,14
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Bosnia & Herzegovina,30
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Canada,7.5
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Draw,5.75
matches,Canada - Bosnia & Herzegovina,Canada,Bosnia & Herzegovina,2026-06-12T19:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Bosnia & Herzegovina,1.32
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Match Result (1X2),Match Result (1X2),0,USA,2.05
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Draw,3.5
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Paraguay,3.85
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Over,14.4
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Under,1.02
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Over,2.98
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Under,1.4
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Over,1.1
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Under,7.1
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Over,2.05
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Under,1.78
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Over,7.5
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Under,1.09
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Over,6.7
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Under,1.11
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Over,1.58
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Under,2.4
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Over,3.72
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Under,1.28
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Over,1.37
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Under,3.12
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,0.5,Over,1.087422
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,0.5,Under,10
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,USA,18
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Draw,11
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 3,Paraguay,1.08
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,USA,1.06
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Draw,12
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),2 - 0,Paraguay,22.5
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,USA,4
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Draw,3.6
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 1,Paraguay,1.83
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,USA,1.28
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Draw,5.5
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),1 - 0,Paraguay,9.5
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,USA,8.5
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Draw,6.5
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 2,Paraguay,1.25
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 4,USA,30
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 4,Draw,19
matches,USA - Paraguay,USA,Paraguay,2026-06-13T01:00:00+00:00,Handicap (3 Way),Handicap (3 Way),0 - 4,Paraguay,1.02
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Qatar,13
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Draw,5.75
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Match Result (1X2),Match Result (1X2),0,Switzerland,1.28
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Over,1.35
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2,Under,3.23
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Over,1.05
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1,Under,10.2
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Over,1.71
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,2.5,Under,2.15
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Over,8.7
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5,Under,1.07
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Over,1.25
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,1.5,Under,4
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5.5,Over,9.4
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,5.5,Under,1.06
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Over,4.1
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4,Under,1.24
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Over,2.17
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3,Under,1.7
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Over,2.78
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,3.5,Under,1.45
matches,Qatar - Switzerland,Qatar,Switzerland,2026-06-13T19:00:00+00:00,Total Goals Over / Under,Total Goals Over / Under,4.5,Over,4.8
